구,행정동,시설번호,시설유형,실내_실외,시설명,소재지주소,면적(제곱미터),설치일자,민간_공공구분,놀이기구종류,안전검사일_최종,안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,관리자 연락처,데이터기준일자
수정구,신흥2동,573964.0,주택단지,실외,산성역포레스티아 115동 놀이터,경기도 성남시 수정구 수정로 291,579,2020-02-01,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,031-4019-5479,2025-07-05
수정구,신흥2동,573965.0,주택단지,실외,산성역포레스티아 121동 놀이터,경기도 성남시 수정구 수정로 291,250,2020-05-01,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,031-4019-5479,2025-07-05
수정구,신흥2동,573966.0,주택단지,실외,산성역포레스티아 122동 놀이터,경기도 성남시 수정구 수정로 291,322.53,2020-05-01,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,031-705-0882,2025-07-05
분당구,이매1동,575117.0,어린이집,실외,푸르니이매어린이집 실외놀이터,경기도 성남시 분당구 이매로89번길 16 (이매동),479.41,2020-06-20,민간,기타(3)+충격흡수용표면재(모래)(1),2024-05-03,Y,N,N,031-705-0882,2025-07-05
수정구,복정동,575365.0,어린이집,실외,복정2 국공립 어린이집 놀이터(공공),경기도 성남시 수정구 복정동 657-1,,2020-09-17,공공,미끄럼틀(1)+흔들놀이기구(2)+충격흡수용표면재(포설도포바닥재)(1),2022-10-24,Y,N,N,031-705-0882,2025-07-05
중원구,금광1동,575467.0,주택단지,실외,한양수자인 성남마크뷰 아파트 303동 놀이터,경기도 성남시 중원구 금광동 2622,,2020-08-20,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,N,N,02-555-1931,2025-07-05
중원구,금광1동,575468.0,주택단지,실외,한양수자인 성남마크뷰 아파트 305동 놀이터,경기도 성남시 중원구 금광동 2622,,2020-08-20,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,Y,N,031-354-5747,2025-07-05
분당구,이매1동,575580.0,주택단지,실외,럭키타운아파트 놀이터,경기도 성남시 분당구 이매로 173,,2020-10-05,민간,흔들놀이기구(4)+조합놀이대(2)+충격흡수용표면재(고무바닥재)(1),2022-09-22,Y,Y,N,031-731-8883,2025-07-05
중원구,금광1동,575652.0,주택단지,실외,한양수자인 성남마크뷰 305동 유아놀이터,경기도 성남시 중원구 금광동 2622,,2020-10-12,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,Y,N,031-731-8883,2025-07-05
수정구,고등동,575676.0,도시공원,실외,고산근린공원 물이용놀이터,경기도 성남시 수정구 고등동 606,,2020-06-03,공공,물이용놀이기구(조합놀이대형)(1)+물이용놀이기구(기타)+ 단품)(3)+충격흡수용표면재(포설도포바닥재)(1),2023-04-14,Y,Y,Y,031-702-4628,2025-07-05
수정구,고등동,575703.0,도시공원,실외,고산 근린공원 어린이놀이터,경기도 성남시 수정구 고등동 444-3,120.05,2020-10-16,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-14,Y,Y,N,031-731-8883,2025-07-05
수정구,고등동,575704.0,도시공원,실외,고등 어린이공원,경기도 성남시 수정구 고등동 512-32,,2020-10-16,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-14,Y,Y,N,031-216-3561,2025-07-05
수정구,위례동,575971.0,주택단지,실외,LH위례36단지 아파트 싱싱팜놀이터,경기도 성남시 수정구 창곡동 501,,2020-11-09,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-24,Y,Y,N,031-216-3561,2025-07-05
수정구,위례동,575972.0,주택단지,실외,LH위례36단지 아파트 폴짝폴짝놀이터,경기도 성남시 수정구 창곡동 501,145.4,2020-11-09,민간,그네(1)+미끄럼틀(1)+건너는기구(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-24,Y,Y,N,02-555-1931,2025-07-05
분당구,정자동,576032.0,어린이집,실외,미래나무 어린이집,경기도 성남시 분당구 정자동 161,,2020-11-06,민간,흔들놀이기구(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,Y,N,031-723-9300,2025-07-05
분당구,서현1동,576085.0,도시공원,실외,서당(34호) 어린이공원 내 유아놀이터,경기도 성남시 분당구 서현동 302-1,,2020-10-19,공공,조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-25,Y,Y,N,031-954-5114,2025-07-05
수정구,단대동,576411.0,주택단지,실외,단대동 행복주택 놀이터,경기도 성남시 수정구 단대동 130,,2020-12-20,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-12-09,Y,Y,N,031-744-9330,2025-07-05
수정구,양지동,577041.0,어린이집,실외,아이파랑새어린이집(공공),경기도 성남시 수정구 논골로36번길 19-1,591.96,2020-10-20,공공,미끄럼틀(1)+흔들놀이기구(3)+충격흡수용표면재(고무바닥재)(1),2023-01-25,Y,Y,N,070-8891-5117,2025-07-05
분당구,백현동,577516.0,주택단지,실외,판교 더샵 퍼스트파크 108동 109동 사이 어린이놀이터2,경기도 성남시 분당구 백현동 516,133,2021-03-10,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(3)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,070-4164-1953,2025-07-05
분당구,운중동,577517.0,주택단지,실외,더샵 판교포레스트 1107동 1101동 사이 유아놀이터,경기도 성남시 분당구 대장동 181-1,226,2021-03-02,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-04,Y,Y,N,070-4164-1953,2025-07-05
분당구,운중동,577518.0,주택단지,실외,더샵 판교포레스트 1102동 어린이놀이터1,경기도 성남시 분당구 대장동 181-1,214,2021-03-02,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-04,Y,Y,N,070-4164-1953,2025-07-05
분당구,운중동,577519.0,주택단지,실외,더샵 판교포레스트 1103동 1104동 사이 어린이놀이터2,경기도 성남시 분당구 대장동 181-1,128,2021-03-02,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-04,Y,Y,N,070-4164-1953,2025-07-05
분당구,운중동,577521.0,주택단지,실외,더샵 판교포레스트 1202동 앞 어린이놀이터1 옆 유아놀이터,경기도 성남시 분당구 대장동 287,288,2021-03-02,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-17,Y,Y,N,070-4164-1953,2025-07-05
분당구,운중동,577522.0,주택단지,실외,더샵 판교포레스트 1203동 1209동 사이 어린이놀이터1,경기도 성남시 분당구 대장동 287,347,2021-03-02,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-17,Y,Y,N,070-4164-1953,2025-07-05
분당구,운중동,577523.0,주택단지,실외,더샵 판교포레스트 1204동 1207동 사이 어린이놀이터2,경기도 성남시 분당구 대장동 287,613.88,2021-03-02,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-17,Y,Y,N,031-766-4111,2025-07-05
분당구,운중동,577571.0,주택단지,실외,판교퍼스트힐 푸르지오 A2BL 어린이놀이터1,경기도 성남시 분당구 대장동 56,322,2021-03-12,민간,그네(1)+흔들놀이기구(1)+건너는기구(1)+조합놀이대(2)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,031-711-6370,2025-07-05
분당구,운중동,577771.0,주택단지,실외,판교퍼스트힐 푸르지오 103동 앞 어린이놀이터1,경기도 성남시 분당구 대장동 56,557,2021-04-01,민간,조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,031-711-6370,2025-07-05
분당구,운중동,577772.0,주택단지,실외,판교퍼스트힐 푸르지오 107동 앞 어린이놀이터2,경기도 성남시 분당구 대장동 56,151.9,2021-04-01,민간,그네(1)+미끄럼틀(1)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,031-711-6370,2025-07-05
분당구,운중동,577773.0,주택단지,실외,판교퍼스트힐 푸르지오 어린이집 앞 유아놀이터,경기도 성남시 분당구 대장동 56,243.16,2021-04-01,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,031-786-1750,2025-07-05
분당구,운중동,577780.0,주택단지,실외,힐스테이트 판교엘포레 301동 옆 어린이놀이터1,경기도 성남시 분당구 대장동 144,205.48,2021-02-25,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-06,Y,Y,N,031-786-1750,2025-07-05
분당구,운중동,577781.0,주택단지,실외,힐스테이트 판교엘포레 404동 옆 어린이놀이터1,경기도 성남시 분당구 대장동 210,650.05,2021-03-04,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-17,Y,Y,N,031-786-1750,2025-07-05
분당구,운중동,577782.0,주택단지,실외,힐스테이트 판교엘포레 606동 앞 어린이놀이터1,경기도 성남시 분당구 대장동산 19-2,201.1,2021-03-29,민간,흔들놀이기구(2)+건너는기구(1)+물이용놀이기구(조합놀이대형)(1)+물이용놀이기구(기타)+ 단품)(3)+충격흡수용표면재(포설도포바닥재)(1),2023-06-01,Y,Y,Y,031-786-1750,2025-07-05
분당구,운중동,577783.0,주택단지,실외,힐스테이트 판교엘포레 603동 앞 어린이놀이터2,경기도 성남시 분당구 대장동산 19-2,108.82,2021-03-29,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-01,Y,Y,N,031-786-1750,2025-07-05
분당구,운중동,577784.0,주택단지,실외,힐스테이트 판교엘포레 605동 앞 유아놀이터,경기도 성남시 분당구 대장동산 19-2,235.35,2021-03-29,민간,조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-01,Y,Y,N,031-714-0427,2025-07-05
분당구,백현동,577785.0,주택단지,실외,판교 더샵 퍼스트파크 101동 앞 어린이놀이터1,경기도 성남시 분당구 백현동 516,318.47,2021-03-02,민간,흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-18,Y,Y,N,031-714-0427,2025-07-05
분당구,백현동,577786.0,주택단지,실외,판교 더샵 퍼스트파크 114동 앞 어린이놀이터3,경기도 성남시 분당구 백현동 516,309.7,2021-03-02,민간,물이용놀이기구(조합놀이대형)(1)+물이용놀이기구(기타)+ 단품)(4)+충격흡수용표면재(포설도포바닥재)(1),2023-03-27,Y,Y,Y,02-525-3274,2025-07-05
분당구,운중동,577934.0,주택단지,실외,판교퍼스트힐 푸르지오 203동 앞 어린이놀이터1,경기도 성남시 분당구 대장동 71,63,2021-02-24,민간,흔들놀이기구(4)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,02-525-3274,2025-07-05
분당구,운중동,577935.0,주택단지,실외,판교퍼스트힐 푸르지오 어린이집 옆 유아놀이터,경기도 성남시 분당구 대장동 71,,2021-02-24,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,031-729-4390,2025-07-05
분당구,운중동,577977.0,도시공원,실외,1호 근린공원 내 어린이놀이터,경기도 성남시 분당구 대장동 77,,2021-04-01,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-05-17,Y,Y,N,031-729-4390,2025-07-05
분당구,운중동,577978.0,도시공원,실외,1호 근린공원 내 유아놀이터,경기도 성남시 분당구 대장동 312-2,,2021-04-01,공공,흔들놀이기구(2)+조합놀이대(2)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-05-17,Y,Y,N,031-734-8030,2025-07-05
중원구,금광1동,578241.0,어린이집,실외,기쁜우리-i어린이집 실외놀이터,경기도 성남시 중원구 금빛로93번길 23,344.25,2021-05-11,민간,흔들놀이기구(1)+충격흡수용표면재(고무바닥재)(1),2023-05-19,Y,Y,N,031-778-6144,2025-07-05
수정구,고등동,578312.0,주택단지,실외,판교밸리포레자이아파트 어린이놀이터2,경기도 성남시 수정구 고등로 33,404.61,2021-05-10,민간,그네(1)+흔들놀이기구(5)+조합놀이대(2)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-09,Y,Y,N,031-766-4111,2025-07-05
수정구,고등동,578398.0,주택단지,실외,판교밸리포레자이아파트 어린이놀이터1,경기도 성남시 수정구 고등로 33,,2021-05-07,민간,그네(1)+흔들놀이기구(4)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(기타바닥재)(1),2023-06-09,Y,Y,N,031-722-5325,2025-07-05
중원구,성남동,578506.0,어린이집,실외,성광어린이집 1층 어린이놀이터,경기도 성남시 중원구 광명로94번길 10,122.21,2021-02-01,민간,흔들놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2023-05-25,Y,Y,N,031-778-6144,2025-07-05
수정구,고등동,578589.0,주택단지,실외,판교밸리포레자이아파트 어린이집 옆 유아놀이터,경기도 성남시 수정구 고등로 33,,2021-05-14,민간,흔들놀이기구(2)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-09,Y,Y,N,031-786-1691,2025-07-05
분당구,정자동,579039.0,주택단지,실외,더샵 분당파크리버 102동 103동 사이 어린이놀이터1,경기도 성남시 분당구 정자동 215,,2021-07-12,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-09,Y,Y,N,031-786-1691,2025-07-05
분당구,정자동,579040.0,주택단지,실외,더샵 분당파크리버 101동 104동 사이 어린이놀이터2,경기도 성남시 분당구 정자동 215,,2021-07-12,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-09,Y,Y,N,031-786-1691,2025-07-05
분당구,정자동,579041.0,주택단지,실외,더샵 분당파크리버 105동 앞 사이 유아놀이터,경기도 성남시 분당구 정자동 215,434.5,2021-07-12,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-09,Y,Y,N,031-729-7463,2025-07-05
분당구,분당동,579042.0,도시공원,실외,장안(39호) 어린이공원 어린이놀이터1,경기도 성남시 분당구 분당동 89,46,2021-07-16,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-08,Y,Y,N,031-729-7463,2025-07-05
분당구,분당동,579043.0,도시공원,실외,장안(39호) 어린이공원 어린이놀이터2,경기도 성남시 분당구 분당동 89,,2021-07-16,공공,건너는기구(2)+기타(1)+충격흡수용표면재(기타바닥재)(1),2023-08-08,Y,Y,N,031-766-4111,2025-07-05
분당구,운중동,579224.0,주택단지,실외,판교풍경채 어바니티5단지아파트 어린이놀이터1,경기도 성남시 분당구 대장동 301-1,,2021-08-04,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-01,Y,Y,N,031-766-4111,2025-07-05
분당구,운중동,579225.0,주택단지,실외,판교풍경채 어바니티5단지아파트 어린이놀이터2,경기도 성남시 분당구 대장동 301-1,,2021-08-04,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-01,Y,Y,N,031-766-4111,2025-07-05
분당구,운중동,579226.0,주택단지,실외,판교풍경채 어바니티7단지아파트 어린이놀이터1,경기도 성남시 분당구 대장동 산27-8,,2021-08-04,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-15,Y,Y,N,031-766-4111,2025-07-05
분당구,운중동,579227.0,주택단지,실외,판교풍경채 어바니티7단지아파트 어린이놀이터2,경기도 성남시 분당구 대장동 산27-8,,2021-08-04,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-15,Y,Y,N,031-766-4111,2025-07-05
분당구,운중동,579228.0,주택단지,실외,판교풍경채 어바니티7단지아파트 유아놀이터,경기도 성남시 분당구 대장동 산27-8,,2021-08-04,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-15,Y,N,N,031-734-0574,2025-07-05
수정구,양지동,579321.0,어린이집,실외,양지어린이집 실외놀이시설(공공),경기도 성남시 수정구 양지로35번길 4,,2021-08-11,공공,흔들놀이기구(2)+충격흡수용표면재(기타바닥재)(1),2023-06-07,Y,N,N,031-729-4383,2025-07-05
분당구,삼평동,579355.0,도시공원,실외,화랑공원 물놀이용 어린이놀이터,경기도 성남시 분당구 삼평동 639,,2021-06-19,공공,물이용놀이기구(조합놀이대형)(2)+물이용놀이기구(기타)+ 단품)(6)+충격흡수용표면재(포설도포바닥재)(1),2023-08-23,Y,N,Y,031-729-4383,2025-07-05
분당구,삼평동,579356.0,도시공원,실외,화랑공원 유아놀이터,경기도 성남시 분당구 삼평동 639,,2021-06-30,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-14,Y,N,N,031-729-4383,2025-07-05
분당구,삼평동,579357.0,도시공원,실외,화랑공원 모래놀이터,경기도 성남시 분당구 삼평동 639,,2021-07-03,공공,조합놀이대(1)+기타(1)+충격흡수용표면재(모래)(1),2023-08-14,Y,Y,N,031-732-8908,2025-07-05
분당구,백현동,579418.0,어린이집,실외,백현하나어린이집 놀이터(공공),경기도 성남시 분당구 백현동 523,,2021-08-23,공공,흔들놀이기구(3)+조합놀이대(2)+충격흡수용표면재(포설도포바닥재)(1)+충격흡수용표면재(기타바닥재)(1),2023-10-04,Y,Y,N,02-555-1931,2025-07-05
중원구,금광1동,579433.0,어린이집,실외,월드비전어린이집 놀이터(공공),경기도 성남시 중원구 금빛로 89,60,2021-07-29,공공,조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-07-26,Y,Y,N,031-711-9473,2025-07-05
분당구,운중동,579653.0,주택단지,실내,판교풍경채 어바니티7단지 실내놀이시설,경기도 성남시 분당구 대장동 225,65,2021-09-03,민간,폐쇄형놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2023-09-15,Y,Y,N,062-434-9042,2025-07-05
분당구,운중동,579711.0,주택단지,실내,판교풍경채 어바니티5단지 실내놀이시설,경기도 성남시 분당구 대장동 293,면적,2021-09-13,민간,폐쇄형놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2023-09-14,Y,Y,N,031-721-1640,2025-07-05
중원구,도촌동,579911.0,육아종합지원센터,실내,성남시 육아종합지원센터 1층 실내놀이시설,경기도 성남시 중원구 양현로 379 ,면적,2021-09-13,공공,미끄럼틀(1)+오르는기구(1)+건너는기구(3)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-26,Y,Y,N,031-721-1640,2025-07-05
중원구,도촌동,579912.0,육아종합지원센터,실내,성남시 육아종합지원센터 2층 실내놀이시설,경기도 성남시 중원구 양현로 379 ,14.55,2021-09-13,공공,조합놀이대(1)+충격흡수용표면재(기타바닥재)(1),2023-09-26,Y,N,N,02-3446-0150,2025-07-05
수정구,시흥동,579966.0,놀이제공영업소,실내,바운스 파미어스몰 판교점,"경기도 성남시 수정구 창업로 18, 2층",,2021-09-25,민간,폐쇄형놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2023-11-27,Y,N,N,02-415-5260,2025-07-05
분당구,수내1동,580483.0,주상복합,실외,분당 지웰푸르지오 8층 옥상정원 놀이터,경기도 성남시 분당구 수내동 1-1,,2021-11-05,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-11-29,Y,Y,N,031-729-8092,2025-07-05
분당구,운중동,580543.0,도시공원,실외,운중어린이공원,경기도 성남시 분당구 운중동 307-3,48,2021-11-01,공공,그네(1)+흔들놀이기구(3)+조합놀이대(2)+충격흡수용표면재(포설도포바닥재)(1),2023-10-25,Y,Y,N,02-867-9388,2025-07-05
분당구,구미동,580553.0,종교시설,실내,대한예수교장로회구미교회 실내놀이시설,경기도 성남시 분당구 구미동 33,,2021-11-08,민간,폐쇄형놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2023-12-04,Y,Y,N,031-798-2420,2025-07-05
중원구,중앙동,580667.0,종교시설,실외,성남제일교회 어린이놀이터,경기도 성남시 중원구 광명로 273,91,2021-11-17,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-12-12,Y,Y,N,02-555-1931,2025-07-05
중원구,중앙동,580911.0,아동복지시설,실내,중앙동 시간제 보육실,"경기도 성남시 중원구 광명로264번길 9, 5층",,2021-12-20,공공,오르는기구(1)+충격흡수용표면재(기타바닥재)(1),2023-05-12,Y,Y,N,031-732-8908,2025-07-05
분당구,운중동,581199.0,아동복지시설,실외,국공립성남하나어린이집,경기도 성남시 분당구 운중동 921-9,,2022-01-13,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-01-22,Y,Y,N,031-721-1640,2025-07-05
중원구,도촌동,581262.0,육아종합지원센터,실외,성남시 육아종합지원센터 옥외놀이터,경기도 성남시 중원구 양현로 379 ,233.891,2021-12-23,공공,기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-12-26,Y,Y,N,02-6201-0070,2025-07-05
분당구,백현동,581301.0,어린이집,실내,웃는땅콩 알파리움 어린이집,"경기도 성남시 분당구 판교역로 145 (백현동, 알파리움2단지)2동 3층",68,2022-01-20,민간,조합놀이대(1)+충격흡수용표면재(기타바닥재)(1),2024-01-23,Y,Y,N,031-719-9566,2025-07-05
분당구,운중동,582667.0,주택단지,실내,더샵 판교포레스트12단지 실내놀이시설,경기도 성남시 분당구 판교대장로5길 30,,2022-05-18,민간,폐쇄형놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2024-06-03,Y,Y,N,02-555-1931,2025-07-05
분당구,백현동,582730.0,어린이집,실외,푸르니판교 어린이집 놀이터,경기도 성남시 분당구 백현동 534,20,2022-05-13,민간,오르는기구(1)+조합놀이대(1)+기타(2)+충격흡수용표면재(모래)(1)+충격흡수용표면재(포설도포바닥재)(1)+충격흡수용표면재(기타바닥재)(1),2024-04-29,Y,Y,N,02-555-1931,2025-07-05
수정구,시흥동,582731.0,어린이집,실내,삼성SDS 아이누리어린이집 실내놀이시설,경기도 성남시 수정구 시흥동 288-2,304,2022-05-13,민간,조합놀이대(1)+충격흡수용표면재(기타바닥재)(1),2024-04-30,Y,Y,N,02-338-2882,2025-07-05
중원구,금광1동,582805.0,주택단지,실외,e편한세상 금빛그랑메종 108동 앞  어린이놀이터,경기도 성남시 중원구 광명로300번길 14,133,2022-04-30,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-09-30,Y,N,N,02-338-2882,2025-07-05
중원구,금광1동,582806.0,주택단지,실외,e편한세상 금빛그랑메종 107동 어린이집 앞  유아놀이터,경기도 성남시 중원구 광명로300번길 14,314,2022-04-30,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-09-30,Y,N,N,02-338-2882,2025-07-05
중원구,금광1동,582807.0,주택단지,실외,e편한세상 금빛그랑메종 203동 앞  어린이놀이터,경기도 성남시 중원구 광명로300번길 14,312,2022-04-30,민간,물이용놀이기구(조합놀이대형)(1)+물이용놀이기구(기타)+ 단품)(3)+충격흡수용표면재(포설도포바닥재)(1),2022-09-30,Y,N,Y,02-338-2882,2025-07-05
중원구,금광1동,582808.0,주택단지,실외,e편한세상 금빛그랑메종 402동 뒤  어린이놀이터,경기도 성남시 중원구 광명로300번길 14,542,2022-04-30,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-09-30,Y,N,N,02-338-2882,2025-07-05
중원구,금광1동,582809.0,주택단지,실외,e편한세상 금빛그랑메종 403동 앞  어린이놀이터,경기도 성남시 중원구 광명로300번길 14,663,2022-04-30,민간,물이용놀이기구(조합놀이대형)(1)+물이용놀이기구(기타)+ 단품)(3)+기타(2)+충격흡수용표면재(포설도포바닥재)(1),2023-01-13,Y,N,Y,02-338-2882,2025-07-05
중원구,금광1동,582810.0,주택단지,실외,e편한세상 금빛그랑메종 604동 앞  어린이놀이터,경기도 성남시 중원구 광명로300번길 14,132,2022-04-30,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-09-30,Y,N,N,02-338-2882,2025-07-05
중원구,금광1동,582811.0,주택단지,실외,e편한세상 금빛그랑메종 602동 어린이집 앞 유아놀이터,경기도 성남시 중원구 광명로300번길 14,,2022-04-30,민간,흔들놀이기구(2)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2022-09-30,Y,Y,N,031-747-0333,2025-07-05
중원구,성남동,583048.0,주택단지,실외,신흥역하늘채랜더스원 101동 앞 어린이놀이터,경기도 성남시 중원구 시민로104번길 31,,2022-06-20,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+기타(2)+충격흡수용표면재(포설도포바닥재)(1),2024-06-27,Y,Y,N,031-747-0333,2025-07-05
중원구,성남동,583049.0,주택단지,실외,신흥역하늘채랜더스원 303동 뒤 어린이놀이터,경기도 성남시 중원구 시민로104번길 31,,2022-06-20,민간,흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2024-06-12,Y,Y,N,02-3272-7723,2025-07-05
중원구,성남동,583187.0,주택단지,실외,신흥역하늘채랜더스원 111동 앞 어린이놀이터,경기도 성남시 중원구 시민로104번길 31-2,,2022-05-27,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-06-27,Y,Y,N,02-3272-7723,2025-07-05
중원구,성남동,583188.0,주택단지,실외,신흥역하늘채랜더스원 104동 앞 어린이놀이터,경기도 성남시 중원구 시민로104번길 31-2,,2022-05-27,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-06-27,Y,Y,N,02-3272-7723,2025-07-05
중원구,성남동,583189.0,주택단지,실외,신흥역하늘채랜더스원 103동 앞 어린이놀이터,경기도 성남시 중원구 시민로104번길 31-2,,2022-05-27,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-06-27,Y,Y,N,02-3272-7723,2025-07-05
중원구,성남동,583190.0,주택단지,실외,신흥역하늘채랜더스원 어린이집 앞 유아놀이터,경기도 성남시 중원구 시민로104번길 31-2,,2022-05-27,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-06-27,Y,Y,N,02-3272-7723,2025-07-05
