시설번호,시설유형,실내_실외,구,동,시설명,소재지주소,면적(제곱미터),설치일자,민간_공공구분,놀이기구종류,안전검사일_최종,안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,관리자 연락처,데이터기준일자
568825,주택단지,실외,수정구,고등동,성남고등마을 107동 유아놀이터,경기도 성남시 수정구 고등동 304,219,2019-03-25,민간,조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-05-02,Y,Y,N,031-759-5674,2025-07-05
568853,주택단지,실외,수정구,고등동,성남고등호반써밋 판교밸리 218동 놀이터,경기도 성남시 수정구 고등동 470,374,2019-04-12,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-20,Y,Y,N,031-759-5674,2025-07-05
568854,주택단지,실외,수정구,고등동,성남고등호반써밋 판교밸리 208동 놀이터,경기도 성남시 수정구 고등동 470,,2019-04-12,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-20,Y,Y,N,031-759-5674,2025-07-05
570428,식품접객업소,실내,분당구,정자동,좋구먼 반상 정자점,경기도 성남시 분당구 내정로17번길 2,218,2019-08-27,민간,폐쇄형놀이기구(1)+충격흡수용표면재(고무바닥재)(1),2023-12-06,Y,Y,N,031-759-9883,2025-07-05
570561,식품접객업소,실내,수정구,창곡동,촌놈집 위례신도시점,경기도 성남시 수정구 위례광장로 104,190,2019-09-09,민간,폐쇄형놀이기구(1)+충격흡수용표면재(고무바닥재)(1),2023-09-25,Y,Y,N,031-759-9883,2025-07-05
571010,어린이집,실외,수정구,태평동,태평4동어린이집 놀이터(공공),경기도 성남시 수정구 남문로 134,55,2019-09-18,공공,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-13,Y,Y,N,031-718-5503,2025-07-05
571093,주택단지,실외,중원구,도촌동,KCC스위첸파티오 102동 놀이터,경기도 성남시 중원구 도촌남로 70-16,50,2019-10-14,민간,흔들놀이기구(2)+건너는기구(1)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-11-01,Y,Y,N,031-758-3335,2025-07-05
571095,주택단지,실외,중원구,도촌동,KCC스위첸파티오 109동 놀이터,경기도 성남시 중원구 도촌남로 70-16,,2019-10-14,민간,흔들놀이기구(2)+건너는기구(1)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-11-01,Y,N,N,031-755-0003,2025-07-05
571096,주택단지,실외,중원구,도촌동,KCC스위첸파티오 204동 놀이터,경기도 성남시 중원구 도촌남로 70-16,90,2019-10-14,민간,조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-10-19,Y,N,N,070-888-0215,2025-07-05
571190,놀이제공영업소,실내,분당구,정자동,봄날의곰 키즈카페 놀이시설,경기도 성남시 분당구 정자로76번길 7,75,2019-11-01,민간,폐쇄형놀이기구(1)+충격흡수용표면재(고무바닥재)(1),2023-11-13,Y,N,N,070-888-0215,2025-07-05
571596,주택단지,실외,수정구,고등동,성남고등지구 제일풍경채 103동 놀이터,경기도 성남시 수정구 고등동 452-9,75,2019-11-25,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-12-21,Y,N,N,070-888-0215,2025-07-05
571597,주택단지,실외,수정구,고등동,성남고등지구 제일풍경채 105동 놀이터,경기도 성남시 수정구 고등동 452-9,41.9,2019-11-25,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-12-21,Y,Y,N,031-711-7755,2025-07-05
571598,주택단지,실외,수정구,고등동,성남고등지구 제일풍경채 유아놀이터,경기도 성남시 수정구 고등동 452-9,,2019-11-25,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-12-21,Y,Y,N,031-766-4111,2025-07-05
572125,어린이집,실내,분당구,구미동,삼성웰스토리어린이집 실내놀이시설,경기도 성남시 분당구 탄천상로151번길 20 (구미동)월드쇼핑A동 2층,,2020-01-07,민간,조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-12-19,Y,Y,N,031-766-4111,2025-07-05
572126,어린이집,실외,수정구,신흥동,신흥제2어린이집 제1놀이터(공공),경기도 성남시 수정구 수정로257번길 18,,2019-12-30,공공,미끄럼틀(1)+오르는기구(1)+충격흡수용표면재(모래)(1),2023-12-11,Y,Y,N,031-766-4111,2025-07-05
573013,어린이집,실내,분당구,삼평동,도토리소풍넥슨 별 어린이집,경기도 성남시 분당구 판교로256번길 7 (삼평동),106,2020-03-13,민간,폐쇄형놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2024-03-25,Y,Y,N,031-2372-1946,2025-07-05
573548,주택단지,실외,수정구,신흥동,산성역포레스티아 104동 놀이터,경기도 성남시 수정구 수정로 291,,2020-04-09,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,N,N,031-745-4200,2025-07-05
573549,주택단지,실외,수정구,신흥동,산성역포레스티아 109동 놀이터,경기도 성남시 수정구 수정로 291,127.1,2020-04-09,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,N,N,031-4724-4646,2025-07-05
573682,어린이집,실외,분당구,수내동,분당경찰서 직장어린이집 놀이터,경기도 성남시 분당구 내정로166번길 19 (수내동),,2020-04-24,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-04-19,Y,Y,N,031-5230-4751,2025-07-05
573786,주택단지,실외,수정구,신흥동,산성역포레스티아 102동 놀이터,경기도 성남시 수정구 수정로 291,,2020-04-25,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,031-5230-4751,2025-07-05
573787,주택단지,실외,수정구,신흥동,산성역포레스티아 128동 놀이터,경기도 성남시 수정구 수정로 291,170,2020-04-25,민간,그네(1)+흔들놀이기구(3)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,031-8387-8738,2025-07-05
573788,주택단지,실외,수정구,신흥동,산성역포레스티아 134동 유아놀이터,경기도 성남시 수정구 수정로 291,655,2020-04-25,민간,흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,031-4019-5479,2025-07-05
573964,주택단지,실외,수정구,신흥동,산성역포레스티아 115동 놀이터,경기도 성남시 수정구 수정로 291,579,2020-02-01,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,031-4019-5479,2025-07-05
573965,주택단지,실외,수정구,신흥동,산성역포레스티아 121동 놀이터,경기도 성남시 수정구 수정로 291,250,2020-05-01,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,031-4019-5479,2025-07-05
573966,주택단지,실외,수정구,신흥동,산성역포레스티아 122동 놀이터,경기도 성남시 수정구 수정로 291,322.53,2020-05-01,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,031-705-0882,2025-07-05
575117,어린이집,실외,분당구,이매동,푸르니이매어린이집 실외놀이터,경기도 성남시 분당구 이매로89번길 16 (이매동),479.41,2020-06-20,민간,기타(3)+충격흡수용표면재(모래)(1),2024-05-03,Y,N,N,031-705-0882,2025-07-05
575365,어린이집,실외,수정구,복정동,복정2 국공립 어린이집 놀이터(공공),경기도 성남시 수정구 복정동 657-1,,2020-09-17,공공,미끄럼틀(1)+흔들놀이기구(2)+충격흡수용표면재(포설도포바닥재)(1),2022-10-24,Y,N,N,031-705-0882,2025-07-05
575467,주택단지,실외,중원구,금광동,한양수자인 성남마크뷰 아파트 303동 놀이터,경기도 성남시 중원구 금광동 2622,,2020-08-20,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,N,N,02-555-1931,2025-07-05
575468,주택단지,실외,중원구,금광동,한양수자인 성남마크뷰 아파트 305동 놀이터,경기도 성남시 중원구 금광동 2622,,2020-08-20,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,Y,N,031-354-5747,2025-07-05
575580,주택단지,실외,분당구,이매동,럭키타운아파트 놀이터,경기도 성남시 분당구 이매로 173,,2020-10-05,민간,흔들놀이기구(4)+조합놀이대(2)+충격흡수용표면재(고무바닥재)(1),2022-09-22,Y,Y,N,031-731-8883,2025-07-05
575652,주택단지,실외,중원구,금광동,한양수자인 성남마크뷰 305동 유아놀이터,경기도 성남시 중원구 금광동 2622,,2020-10-12,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,Y,N,031-731-8883,2025-07-05
575676,도시공원,실외,수정구,고등동,고산근린공원 물이용놀이터,경기도 성남시 수정구 고등동 606,,2020-06-03,공공,물이용놀이기구(조합놀이대형)(1)+물이용놀이기구(기타)+ 단품)(3)+충격흡수용표면재(포설도포바닥재)(1),2023-04-14,Y,Y,Y,031-702-4628,2025-07-05
575703,도시공원,실외,수정구,고등동,고산 근린공원 어린이놀이터,경기도 성남시 수정구 고등동 444-3,120.05,2020-10-16,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-14,Y,Y,N,031-731-8883,2025-07-05
575704,도시공원,실외,수정구,고등동,고등 어린이공원,경기도 성남시 수정구 고등동 512-32,,2020-10-16,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-14,Y,Y,N,031-216-3561,2025-07-05
575971,주택단지,실외,수정구,창곡동,LH위례36단지 아파트 싱싱팜놀이터,경기도 성남시 수정구 창곡동 501,,2020-11-09,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-24,Y,Y,N,031-216-3561,2025-07-05
575972,주택단지,실외,수정구,창곡동,LH위례36단지 아파트 폴짝폴짝놀이터,경기도 성남시 수정구 창곡동 501,145.4,2020-11-09,민간,그네(1)+미끄럼틀(1)+건너는기구(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-24,Y,Y,N,02-555-1931,2025-07-05
576032,어린이집,실외,분당구,정자동,미래나무 어린이집,경기도 성남시 분당구 정자동 161,,2020-11-06,민간,흔들놀이기구(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,Y,N,031-723-9300,2025-07-05
576085,도시공원,실외,분당구,서현동,서당(34호) 어린이공원 내 유아놀이터,경기도 성남시 분당구 서현동 302-1,,2020-10-19,공공,조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-25,Y,Y,N,031-954-5114,2025-07-05
576411,주택단지,실외,수정구,단대동,단대동 행복주택 놀이터,경기도 성남시 수정구 단대동 130,,2020-12-20,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-12-09,Y,Y,N,031-744-9330,2025-07-05
577041,어린이집,실외,수정구,양지동,아이파랑새어린이집(공공),경기도 성남시 수정구 논골로36번길 19-1,591.96,2020-10-20,공공,미끄럼틀(1)+흔들놀이기구(3)+충격흡수용표면재(고무바닥재)(1),2023-01-25,Y,Y,N,070-8891-5117,2025-07-05
577516,주택단지,실외,분당구,백현동,판교 더샵 퍼스트파크 108동 109동 사이 어린이놀이터2,경기도 성남시 분당구 백현동 516,133,2021-03-10,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(3)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,070-4164-1953,2025-07-05
577517,주택단지,실외,분당구,대장동,더샵 판교포레스트 1107동 1101동 사이 유아놀이터,경기도 성남시 분당구 대장동 181-1,226,2021-03-02,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-04,Y,Y,N,070-4164-1953,2025-07-05
577518,주택단지,실외,분당구,대장동,더샵 판교포레스트 1102동 어린이놀이터1,경기도 성남시 분당구 대장동 181-1,214,2021-03-02,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-04,Y,Y,N,070-4164-1953,2025-07-05
577519,주택단지,실외,분당구,대장동,더샵 판교포레스트 1103동 1104동 사이 어린이놀이터2,경기도 성남시 분당구 대장동 181-1,128,2021-03-02,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-04,Y,Y,N,070-4164-1953,2025-07-05
577521,주택단지,실외,분당구,대장동,더샵 판교포레스트 1202동 앞 어린이놀이터1 옆 유아놀이터,경기도 성남시 분당구 대장동 287,288,2021-03-02,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-17,Y,Y,N,070-4164-1953,2025-07-05
577522,주택단지,실외,분당구,대장동,더샵 판교포레스트 1203동 1209동 사이 어린이놀이터1,경기도 성남시 분당구 대장동 287,347,2021-03-02,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-17,Y,Y,N,070-4164-1953,2025-07-05
577523,주택단지,실외,분당구,대장동,더샵 판교포레스트 1204동 1207동 사이 어린이놀이터2,경기도 성남시 분당구 대장동 287,613.88,2021-03-02,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-17,Y,Y,N,031-766-4111,2025-07-05
577571,주택단지,실외,분당구,대장동,판교퍼스트힐 푸르지오 A2BL 어린이놀이터1,경기도 성남시 분당구 대장동 56,322,2021-03-12,민간,그네(1)+흔들놀이기구(1)+건너는기구(1)+조합놀이대(2)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,031-711-6370,2025-07-05
577771,주택단지,실외,분당구,대장동,판교퍼스트힐 푸르지오 103동 앞 어린이놀이터1,경기도 성남시 분당구 대장동 56,557,2021-04-01,민간,조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,031-711-6370,2025-07-05
577772,주택단지,실외,분당구,대장동,판교퍼스트힐 푸르지오 107동 앞 어린이놀이터2,경기도 성남시 분당구 대장동 56,151.9,2021-04-01,민간,그네(1)+미끄럼틀(1)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,031-711-6370,2025-07-05
577773,주택단지,실외,분당구,대장동,판교퍼스트힐 푸르지오 어린이집 앞 유아놀이터,경기도 성남시 분당구 대장동 56,243.16,2021-04-01,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,031-786-1750,2025-07-05
577780,주택단지,실외,분당구,대장동,힐스테이트 판교엘포레 301동 옆 어린이놀이터1,경기도 성남시 분당구 대장동 144,205.48,2021-02-25,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-06,Y,Y,N,031-786-1750,2025-07-05
577781,주택단지,실외,분당구,대장동,힐스테이트 판교엘포레 404동 옆 어린이놀이터1,경기도 성남시 분당구 대장동 210,650.05,2021-03-04,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-17,Y,Y,N,031-786-1750,2025-07-05
577782,주택단지,실외,분당구,대장동,힐스테이트 판교엘포레 606동 앞 어린이놀이터1,경기도 성남시 분당구 대장동산 19-2,201.1,2021-03-29,민간,흔들놀이기구(2)+건너는기구(1)+물이용놀이기구(조합놀이대형)(1)+물이용놀이기구(기타)+ 단품)(3)+충격흡수용표면재(포설도포바닥재)(1),2023-06-01,Y,Y,Y,031-786-1750,2025-07-05
577783,주택단지,실외,분당구,대장동,힐스테이트 판교엘포레 603동 앞 어린이놀이터2,경기도 성남시 분당구 대장동산 19-2,108.82,2021-03-29,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-01,Y,Y,N,031-786-1750,2025-07-05
577784,주택단지,실외,분당구,대장동,힐스테이트 판교엘포레 605동 앞 유아놀이터,경기도 성남시 분당구 대장동산 19-2,235.35,2021-03-29,민간,조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-01,Y,Y,N,031-714-0427,2025-07-05
577785,주택단지,실외,분당구,백현동,판교 더샵 퍼스트파크 101동 앞 어린이놀이터1,경기도 성남시 분당구 백현동 516,318.47,2021-03-02,민간,흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-18,Y,Y,N,031-714-0427,2025-07-05
577786,주택단지,실외,분당구,백현동,판교 더샵 퍼스트파크 114동 앞 어린이놀이터3,경기도 성남시 분당구 백현동 516,309.7,2021-03-02,민간,물이용놀이기구(조합놀이대형)(1)+물이용놀이기구(기타)+ 단품)(4)+충격흡수용표면재(포설도포바닥재)(1),2023-03-27,Y,Y,Y,02-525-3274,2025-07-05
577934,주택단지,실외,분당구,대장동,판교퍼스트힐 푸르지오 203동 앞 어린이놀이터1,경기도 성남시 분당구 대장동 71,63,2021-02-24,민간,흔들놀이기구(4)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,02-525-3274,2025-07-05
577935,주택단지,실외,분당구,대장동,판교퍼스트힐 푸르지오 어린이집 옆 유아놀이터,경기도 성남시 분당구 대장동 71,,2021-02-24,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-03,Y,Y,N,031-729-4390,2025-07-05
577977,도시공원,실외,분당구,석운동,1호 근린공원 내 어린이놀이터,경기도 성남시 분당구 대장동 77,,2021-04-01,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-05-17,Y,Y,N,031-729-4390,2025-07-05
577978,도시공원,실외,분당구,대장동,1호 근린공원 내 유아놀이터,경기도 성남시 분당구 대장동 312-2,,2021-04-01,공공,흔들놀이기구(2)+조합놀이대(2)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-05-17,Y,Y,N,031-734-8030,2025-07-05
578241,어린이집,실외,중원구,금광동,기쁜우리-i어린이집 실외놀이터,경기도 성남시 중원구 금빛로93번길 23,344.25,2021-05-11,민간,흔들놀이기구(1)+충격흡수용표면재(고무바닥재)(1),2023-05-19,Y,Y,N,031-778-6144,2025-07-05
578312,주택단지,실외,수정구,고등동,판교밸리포레자이아파트 어린이놀이터2,경기도 성남시 수정구 고등로 33,404.61,2021-05-10,민간,그네(1)+흔들놀이기구(5)+조합놀이대(2)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-09,Y,Y,N,031-766-4111,2025-07-05
578398,주택단지,실외,수정구,고등동,판교밸리포레자이아파트 어린이놀이터1,경기도 성남시 수정구 고등로 33,,2021-05-07,민간,그네(1)+흔들놀이기구(4)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(기타바닥재)(1),2023-06-09,Y,Y,N,031-722-5325,2025-07-05
578506,어린이집,실외,중원구,성남동,성광어린이집 1층 어린이놀이터,경기도 성남시 중원구 광명로94번길 10,122.21,2021-02-01,민간,흔들놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2023-05-25,Y,Y,N,031-778-6144,2025-07-05
578589,주택단지,실외,수정구,고등동,판교밸리포레자이아파트 어린이집 옆 유아놀이터,경기도 성남시 수정구 고등로 33,,2021-05-14,민간,흔들놀이기구(2)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-09,Y,Y,N,031-786-1691,2025-07-05
579039,주택단지,실외,분당구,정자동,더샵 분당파크리버 102동 103동 사이 어린이놀이터1,경기도 성남시 분당구 정자동 215,,2021-07-12,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-09,Y,Y,N,031-786-1691,2025-07-05
579040,주택단지,실외,분당구,정자동,더샵 분당파크리버 101동 104동 사이 어린이놀이터2,경기도 성남시 분당구 정자동 215,,2021-07-12,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-09,Y,Y,N,031-786-1691,2025-07-05
579041,주택단지,실외,분당구,정자동,더샵 분당파크리버 105동 앞 사이 유아놀이터,경기도 성남시 분당구 정자동 215,434.5,2021-07-12,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-09,Y,Y,N,031-729-7463,2025-07-05
579042,도시공원,실외,분당구,분당동,장안(39호) 어린이공원 어린이놀이터1,경기도 성남시 분당구 분당동 89,46,2021-07-16,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-08,Y,Y,N,031-729-7463,2025-07-05
579043,도시공원,실외,분당구,분당동,장안(39호) 어린이공원 어린이놀이터2,경기도 성남시 분당구 분당동 89,,2021-07-16,공공,건너는기구(2)+기타(1)+충격흡수용표면재(기타바닥재)(1),2023-08-08,Y,Y,N,031-766-4111,2025-07-05
579224,주택단지,실외,분당구,대장동,판교풍경채 어바니티5단지아파트 어린이놀이터1,경기도 성남시 분당구 대장동 301-1,,2021-08-04,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-01,Y,Y,N,031-766-4111,2025-07-05
579225,주택단지,실외,분당구,대장동,판교풍경채 어바니티5단지아파트 어린이놀이터2,경기도 성남시 분당구 대장동 301-1,,2021-08-04,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-01,Y,Y,N,031-766-4111,2025-07-05
579226,주택단지,실외,분당구,대장동,판교풍경채 어바니티7단지아파트 어린이놀이터1,경기도 성남시 분당구 대장동 산27-8,,2021-08-04,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-15,Y,Y,N,031-766-4111,2025-07-05
579227,주택단지,실외,분당구,대장동,판교풍경채 어바니티7단지아파트 어린이놀이터2,경기도 성남시 분당구 대장동 산27-8,,2021-08-04,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-15,Y,Y,N,031-766-4111,2025-07-05
579228,주택단지,실외,분당구,대장동,판교풍경채 어바니티7단지아파트 유아놀이터,경기도 성남시 분당구 대장동 산27-8,,2021-08-04,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-15,Y,N,N,031-734-0574,2025-07-05
579321,어린이집,실외,수정구,양지동,양지어린이집 실외놀이시설(공공),경기도 성남시 수정구 양지로35번길 4,,2021-08-11,공공,흔들놀이기구(2)+충격흡수용표면재(기타바닥재)(1),2023-06-07,Y,N,N,031-729-4383,2025-07-05
579355,도시공원,실외,분당구,삼평동,화랑공원 물놀이용 어린이놀이터,경기도 성남시 분당구 삼평동 639,,2021-06-19,공공,물이용놀이기구(조합놀이대형)(2)+물이용놀이기구(기타)+ 단품)(6)+충격흡수용표면재(포설도포바닥재)(1),2023-08-23,Y,N,Y,031-729-4383,2025-07-05
579356,도시공원,실외,분당구,삼평동,화랑공원 유아놀이터,경기도 성남시 분당구 삼평동 639,,2021-06-30,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-14,Y,N,N,031-729-4383,2025-07-05
579357,도시공원,실외,분당구,삼평동,화랑공원 모래놀이터,경기도 성남시 분당구 삼평동 639,,2021-07-03,공공,조합놀이대(1)+기타(1)+충격흡수용표면재(모래)(1),2023-08-14,Y,Y,N,031-732-8908,2025-07-05
579418,어린이집,실외,분당구,백현동,백현하나어린이집 놀이터(공공),경기도 성남시 분당구 백현동 523,,2021-08-23,공공,흔들놀이기구(3)+조합놀이대(2)+충격흡수용표면재(포설도포바닥재)(1)+충격흡수용표면재(기타바닥재)(1),2023-10-04,Y,Y,N,02-555-1931,2025-07-05
579433,어린이집,실외,중원구,금광동,월드비전어린이집 놀이터(공공),경기도 성남시 중원구 금빛로 89,60,2021-07-29,공공,조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-07-26,Y,Y,N,031-711-9473,2025-07-05
579653,주택단지,실내,분당구,대장동,판교풍경채 어바니티7단지 실내놀이시설,경기도 성남시 분당구 대장동 225,65,2021-09-03,민간,폐쇄형놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2023-09-15,Y,Y,N,062-434-9042,2025-07-05
579711,주택단지,실내,분당구,대장동,판교풍경채 어바니티5단지 실내놀이시설,경기도 성남시 분당구 대장동 293,면적,2021-09-13,민간,폐쇄형놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2023-09-14,Y,Y,N,031-721-1640,2025-07-05
579911,육아종합지원센터,실내,중원구,여수동,성남시 육아종합지원센터 1층 실내놀이시설,경기도 성남시 중원구 양현로 379 ,면적,2021-09-13,공공,미끄럼틀(1)+오르는기구(1)+건너는기구(3)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-26,Y,Y,N,031-721-1640,2025-07-05
579912,육아종합지원센터,실내,중원구,여수동,성남시 육아종합지원센터 2층 실내놀이시설,경기도 성남시 중원구 양현로 379 ,14.55,2021-09-13,공공,조합놀이대(1)+충격흡수용표면재(기타바닥재)(1),2023-09-26,Y,N,N,02-3446-0150,2025-07-05
579966,놀이제공영업소,실내,수정구,시흥동,바운스 파미어스몰 판교점,"경기도 성남시 수정구 창업로 18, 2층",,2021-09-25,민간,폐쇄형놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2023-11-27,Y,N,N,02-415-5260,2025-07-05
580483,주상복합,실외,분당구,수내동,분당 지웰푸르지오 8층 옥상정원 놀이터,경기도 성남시 분당구 수내동 1-1,,2021-11-05,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-11-29,Y,Y,N,031-729-8092,2025-07-05
580543,도시공원,실외,분당구,운중동,운중어린이공원,경기도 성남시 분당구 운중동 307-3,48,2021-11-01,공공,그네(1)+흔들놀이기구(3)+조합놀이대(2)+충격흡수용표면재(포설도포바닥재)(1),2023-10-25,Y,Y,N,02-867-9388,2025-07-05
580553,종교시설,실내,분당구,구미동,대한예수교장로회구미교회 실내놀이시설,경기도 성남시 분당구 구미동 33,,2021-11-08,민간,폐쇄형놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2023-12-04,Y,Y,N,031-798-2420,2025-07-05
580667,종교시설,실외,중원구,중앙동,성남제일교회 어린이놀이터,경기도 성남시 중원구 광명로 273,91,2021-11-17,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-12-12,Y,Y,N,02-555-1931,2025-07-05
580911,아동복지시설,실내,중원구,중앙동,중앙동 시간제 보육실,"경기도 성남시 중원구 광명로264번길 9, 5층",,2021-12-20,공공,오르는기구(1)+충격흡수용표면재(기타바닥재)(1),2023-05-12,Y,Y,N,031-732-8908,2025-07-05
